State,Crop,Crop_Year,Yield,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Season
Karnataka,Cotton(lint),2023,1.862692308,713879,1398294,1419.1,115791173.8,249857.65,Kharif     
Karnataka,Cotton(lint),2023,0.845714286,4507,2176,1419.1,731035.4,1577.45,Rabi       
Karnataka,Cowpea(Lobia),2023,0.356,46257,17487,1419.1,7502885.4,16189.95,Kharif     
Karnataka,Cowpea(Lobia),2023,0.267368421,11756,3304,1419.1,1906823.2,4114.6,Rabi       
Karnataka,Cowpea(Lobia),2023,0.126666667,3996,520,1419.1,648151.2,1398.6,Summer     
Karnataka,Dry chillies,2023,1.162941176,157587,195572,1419.1,25560611.4,55155.45,Kharif     
Karnataka,Garlic,2023,6.4125,4006,26551,1419.1,649773.2,1402.1,Whole Year 
Karnataka,Ginger,2023,15.20233448,15858,244065,1419.1,2572167.6,5550.3,Whole Year 
Karnataka,Gram,2023,0.493703704,1188512,575023,1419.1,192776646.4,415979.2,Rabi       
Karnataka,Groundnut,2023,0.799285714,397745,271955,1419.1,64514239,139210.75,Kharif     
Karnataka,Groundnut,2023,2.115,2766,5770,1419.1,448645.2,968.1,Rabi       
Karnataka,Groundnut,2023,0.910869565,140610,118972,1419.1,22806942,49213.5,Summer     
Karnataka,Horse-gram,2023,0.450740741,37589,15807,1419.1,6096935.8,13156.15,Kharif     
Karnataka,Horse-gram,2023,0.487307692,146902,73961,1419.1,23827504.4,51415.7,Rabi       
Karnataka,Jowar,2023,1.432692308,114479,157242,1419.1,18568493.8,40067.65,Kharif     
Karnataka,Jowar,2023,0.769473684,877414,771339,1419.1,142316550.8,307094.9,Rabi       
Karnataka,Jowar,2023,1.67375,1859,3003,1419.1,301529.8,650.65,Summer     
Karnataka,Linseed,2023,0.187857143,1704,352,1419.1,276388.8,596.4,Rabi       
Karnataka,Maize,2023,2.882413793,1296051,3407725,1419.1,210219472.2,453617.85,Kharif     
Karnataka,Maize,2023,3.1972,93618,317479,1419.1,15184839.6,32766.3,Rabi       
Karnataka,Maize,2023,3.2775,19621,67607,1419.1,3182526.2,6867.35,Summer     
Karnataka,Mesta,2023,1.334545455,81,116,1419.1,13138.2,28.35,Whole Year 
Karnataka,Moong(Green Gram),2023,0.325925926,436845,141364,1419.1,70856259,152895.75,Kharif     
Karnataka,Moong(Green Gram),2023,0.23,5898,1324,1419.1,956655.6,2064.3,Rabi       
Karnataka,Moong(Green Gram),2023,0.261666667,246,66,1419.1,39901.2,86.1,Summer     
Karnataka,Niger seed,2023,0.139615385,1068,211,1419.1,173229.6,373.8,Kharif     
Karnataka,Onion,2023,8.4024,193156,1462077,1419.1,31329903.2,67604.6,Kharif     
Karnataka,Onion,2023,12.06083333,16788,222577,1419.1,2723013.6,5875.8,Rabi       
Karnataka,Onion,2023,10.361,3665,38682,1419.1,594463,1282.75,Summer     
Karnataka,Other  Rabi pulses,2023,0.696842105,13989,10005,1419.1,2269015.8,4896.15,Rabi       
Karnataka,Other Kharif pulses,2023,0.641666667,28375,17511,1419.1,4602425,9931.25,Kharif     
Karnataka,Potato,2023,8.165862069,21372,169235,1419.1,3466538.4,7480.2,Kharif     
Karnataka,Potato,2023,14.73,6482,98231,1419.1,1051380.4,2268.7,Rabi       
Karnataka,Potato,2023,16.26142857,410,6626,1419.1,66502,143.5,Summer     
Karnataka,Ragi,2023,1.215357143,514756,618474,1419.1,83493423.2,180164.6,Kharif     
Karnataka,Ragi,2023,1.386470588,36318,50426,1419.1,5890779.6,12711.3,Rabi       
Karnataka,Ragi,2023,1.835333333,4276,7667,1419.1,693567.2,1496.6,Summer     
Karnataka,Rapeseed &Mustard,2023,0.13,3172,628,1419.1,514498.4,1110.2,Kharif     
Karnataka,Rice,2023,2.637,1037158,2949318,1419.1,168227027.6,363005.3,Kharif     
Karnataka,Rice,2023,2.480833333,11442,28334,1419.1,1855892.4,4004.7,Rabi       
Karnataka,Rice,2023,2.9272,150993,484330,1419.1,24491064.6,52847.55,Summer     
Karnataka,Safflower,2023,0.588695652,17020,9973,1419.1,2760644,5957,Rabi       
Karnataka,Sannhamp,2023,0.17,358,85,1419.1,58067.6,125.3,Whole Year 
Karnataka,Sesamum,2023,0.768571429,24776,15640,1419.1,4018667.2,8671.6,Kharif     
Karnataka,Small millets,2023,0.852142857,19229,16105,1419.1,3118943.8,6730.15,Kharif     
Karnataka,Soyabean,2023,1.0025,261855,257221,1419.1,42472881,91649.25,Kharif     
Karnataka,Sugarcane,2023,83.26862069,495932,42323211,1419.1,80440170.4,173576.2,Whole Year 
Karnataka,Sunflower,2023,0.787692308,95442,81315,1419.1,15480692.4,33404.7,Kharif     
Karnataka,Sunflower,2023,0.695,46439,24150,1419.1,7532405.8,16253.65,Rabi       
Karnataka,Sunflower,2023,1.086363636,2734,2422,1419.1,443454.8,956.9,Summer     
Karnataka,Sweet potato,2023,14.20703704,5032,73050,1419.1,816190.4,1761.2,Whole Year 
Karnataka,Tapioca,2023,13.2452381,635,8439,1419.1,102997,222.25,Whole Year 
Karnataka,Tobacco,2023,0.853076923,63840,52442,1419.1,10354848,22344,Whole Year 
Karnataka,Turmeric,2023,5.617142857,26579,153767,1419.1,4311113.8,9302.65,Whole Year 
Karnataka,Urad,2023,0.429285714,85094,41029,1419.1,13802246.8,29782.9,Kharif     
Karnataka,Urad,2023,0.47125,2787,1484,1419.1,452051.4,975.45,Rabi       
Karnataka,Urad,2023,0.514285714,1014,521,1419.1,164470.8,354.9,Summer     
Karnataka,Wheat,2023,0.960740741,157525,163113,1419.1,25550555,55133.75,Rabi       
Kerala,Arecanut,2023,0.795714286,95739.29,99925,2989.7,15528912.84,33508.7515,Whole Year 
Kerala,Arhar/Tur,2023,1.65,266,438,2989.7,43145.2,93.1,Whole Year 
Kerala,Banana,2023,7.930714286,52898.61,429061,2989.7,8580154.542,18514.5135,Whole Year 
Kerala,Black pepper,2023,0.328571429,82761.41,36777,2989.7,13423900.7,28966.4935,Whole Year 
Kerala,Cardamom,2023,0.068571429,38882,11535,2989.7,6306660.4,13608.7,Whole Year 
Kerala,Cashewnut,2023,0.276428571,38780.66,15635,2989.7,6290223.052,13573.231,Whole Year 
Kerala,Coconut ,2023,6426.82,760946.81,5299000000,2989.7,123425572.6,266331.3835,Whole Year 
Kerala,Cotton(lint),2023,1.51,59.4,90,2989.7,9634.68,20.79,Whole Year 
Kerala,Garlic,2023,4.96,69.61,345,2989.7,11290.742,24.3635,Whole Year 
Kerala,Ginger,2023,3.463571429,3275.09,15124,2989.7,531219.598,1146.2815,Whole Year 
Kerala,Gram,2023,0.70375,690.86,546,2989.7,112057.492,241.801,Whole Year 
Kerala,Groundnut,2023,1.28,187.3,239,2989.7,30380.06,65.555,Whole Year 
Kerala,Jowar,2023,0.82,205,168,2989.7,33251,71.75,Whole Year 
Kerala,Maize,2023,4.508,104.326,145,2989.7,16921.6772,36.5141,Whole Year 
Kerala,Onion,2023,0,5.21,0,2989.7,845.062,1.8235,Whole Year 
Kerala,Other Kharif pulses,2023,1.076,1532.826,1316,2989.7,248624.3772,536.4891,Kharif     
Kerala,Potato,2023,13.75,536.9,7381,2989.7,87085.18,187.915,Whole Year 
Kerala,Ragi,2023,1.355,224.7,272,2989.7,36446.34,78.645,Whole Year 
Kerala,Rice,2023,1.565384615,60718.46,101943,2989.7,9848534.212,21251.461,Autumn     
Kerala,Rice,2023,3.09,48858.28,196784,2989.7,7924813.016,17100.398,Summer     
Kerala,Rice,2023,2.684285714,88449.47,279529,2989.7,14346504.03,30957.3145,Winter     
Kerala,Sesamum,2023,0.481666667,377.657,157,2989.7,61255.9654,132.17995,Whole Year 
Kerala,Small millets,2023,0.73,47.5,35,2989.7,7704.5,16.625,Whole Year 
Kerala,Sugarcane,2023,81.14875,1011.88,106299,2989.7,164126.936,354.158,Whole Year 
Kerala,Sweet potato,2023,13.17714286,210.41,3059,2989.7,34128.502,73.6435,Whole Year 
Kerala,Tapioca,2023,36.30214286,61874.16,2325006,2989.7,10035988.75,21655.956,Whole Year 
Kerala,Tobacco,2023,1.6,7.28,12,2989.7,1180.816,2.548,Whole Year 
Kerala,Turmeric,2023,2.630714286,2483.71,6694,2989.7,402857.762,869.2985,Whole Year 
Kerala,Wheat,2023,1.45,1.4,2,2989.7,227.08,0.49,Whole Year 
Tamil Nadu,Arecanut,2023,2.0112,6952,13543,986.2,1127614.4,2433.2,Whole Year 
Tamil Nadu,Arhar/Tur,2023,1.188571429,41381,51632,986.2,6712023.2,14483.35,Kharif     
Tamil Nadu,Bajra,2023,2.8308,31109,88494,986.2,5045879.8,10888.15,Kharif     
Tamil Nadu,Bajra,2023,2.042692308,15773,29516,986.2,2558380.6,5520.55,Rabi       
Tamil Nadu,Banana,2023,37.39125,87514,3483248,986.2,14194770.8,30629.9,Whole Year 
Tamil Nadu,Black pepper,2023,0.16,5571,1176,986.2,903616.2,1949.85,Whole Year 
Tamil Nadu,Cardamom,2023,0.08,3838,347,986.2,622523.6,1343.3,Whole Year 
Tamil Nadu,Cashewnut,2023,0.242,85272,19701,986.2,13831118.4,29845.2,Whole Year 
Tamil Nadu,Castor seed,2023,0.333636364,4756,1526,986.2,771423.2,1664.6,Kharif     
Tamil Nadu,Coconut ,2023,11263.83,439745,5214000000,986.2,71326639,153910.75,Whole Year 
Tamil Nadu,Coriander,2023,0.428695652,6427,2526,986.2,1042459.4,2249.45,Whole Year 
Tamil Nadu,Cotton(lint),2023,2.13,70023,151758,986.2,11357730.6,24508.05,Kharif     
Tamil Nadu,Cotton(lint),2023,2.738076923,64899,168541,986.2,10526617.8,22714.65,Rabi       
Tamil Nadu,Cowpea(Lobia),2023,0.806,44897,35418,986.2,7282293.4,15713.95,Kharif     
Tamil Nadu,Cowpea(Lobia),2023,0.8475,20235,17010,986.2,3241567,6994.75,Rabi       
Tamil Nadu,Dry chillies,2023,0.517741935,45949,14000,986.2,7452927.8,16082.15,Whole Year 
Tamil Nadu,Garlic,2023,4.375,1449,8631,986.2,235027.8,507.15,Whole Year 
Tamil Nadu,Ginger,2023,19.86428571,377,7263,986.2,61149.4,131.95,Whole Year 
Tamil Nadu,Gram,2023,0.945,5851,5419,986.2,949032.2,2047.85,Rabi       
Tamil Nadu,Groundnut,2023,2.235714286,196543,426219,986.2,31879274.6,68790.05,Kharif     
Tamil Nadu,Groundnut,2023,3.243333333,138952,485021,986.2,22538014.4,48633.2,Rabi       
Tamil Nadu,Horse-gram,2023,0.685,4045,2883,986.2,656099,1415.75,Kharif     
Tamil Nadu,Horse-gram,2023,0.715652174,73408,50647,986.2,11906777.6,25692.8,Rabi       
Tamil Nadu,Jowar,2023,1.5472,182554,209775,986.2,29610258.8,63893.9,Kharif     
Tamil Nadu,Jowar,2023,1.4448,203288,254701,986.2,32973313.6,71150.8,Rabi       
Tamil Nadu,Maize,2023,7.625384615,168944,1283603,986.2,27402716.8,59130.4,Kharif     
Tamil Nadu,Maize,2023,6.984,221658,1550834,986.2,35952927.6,77580.3,Rabi       
Tamil Nadu,Moong(Green Gram),2023,0.6508,26977,18186,986.2,4375669.4,9441.95,Kharif     
Tamil Nadu,Moong(Green Gram),2023,0.402857143,143341,58676,986.2,23249910.2,50169.35,Rabi       
Tamil Nadu,Onion,2023,8.912692308,12414,108888,986.2,2023550.8,4344.9,Kharif     
Tamil Nadu,Onion,2023,5.878518519,19273,109707,986.2,3126080.6,6745.55,Rabi       
Tamil Nadu,Other  Rabi pulses,2023,0.7015,20761,16051,986.2,3367434.2,7266.35,Rabi       
Tamil Nadu,Other Cereals,2023,1.262941176,1685,2286,986.2,273307,589.75,Kharif     
Tamil Nadu,Other Cereals,2023,2.21,4262,10045,986.2,691296.4,1491.7,Rabi       
Tamil Nadu,Other Kharif pulses,2023,0.68952381,28942,20808,986.2,4694392.4,10129.7,Kharif     
Tamil Nadu,Potato,2023,13.195,2334,25622,986.2,378574.8,816.9,Kharif     
Tamil Nadu,Potato,2023,23.2225,1198,23750,986.2,194315.6,419.3,Rabi       
Tamil Nadu,Ragi,2023,3.1396,56917,178988,986.2,9231937.4,19920.95,Kharif     
Tamil Nadu,Ragi,2023,3.486153846,21676,76983,986.2,3515847.2,7586.6,Rabi       
Tamil Nadu,Rapeseed &Mustard,2023,0.08,305,71,986.2,49471,106.75,Rabi       
Tamil Nadu,Rice,2023,4.184827586,279647,1198496,986.2,45358743.4,97876.45,Autumn     
Tamil Nadu,Rice,2023,3.997333333,236904,992095,986.2,38425828.8,82916.4,Summer     
Tamil Nadu,Rice,2023,3.749032258,1204714,3940959,986.2,195404610.8,421649.9,Winter     
Tamil Nadu,Sesamum,2023,0.472,9457,4494,986.2,1533925.4,3309.95,Kharif     
Tamil Nadu,Sesamum,2023,0.516551724,35153,19932,986.2,5701816.6,12303.55,Rabi       
Tamil Nadu,Small millets,2023,1.340555556,15961,26420,986.2,2588874.2,5586.35,Kharif     
Tamil Nadu,Small millets,2023,1.577692308,344,511,986.2,55796.8,120.4,Rabi       
Tamil Nadu,Sugarcane,2023,99.34166667,166415,17096330,986.2,26992513,58245.25,Whole Year 
Tamil Nadu,Sunflower,2023,1.78,486,843,986.2,78829.2,170.1,Kharif     
Tamil Nadu,Sunflower,2023,0.556470588,4556,2630,986.2,738983.2,1594.6,Rabi       
Tamil Nadu,Sweet potato,2023,25.31238095,328,8848,986.2,53201.6,114.8,Whole Year 
Tamil Nadu,Tapioca,2023,34.88068966,75644,2629655,986.2,12269456.8,26475.4,Whole Year 
Tamil Nadu,Tobacco,2023,1.354545455,2111,3238,986.2,342404.2,738.85,Whole Year 
Tamil Nadu,Turmeric,2023,3.892857143,23351,92360,986.2,3787532.2,8172.85,Whole Year 
Tamil Nadu,Urad,2023,0.777,44495,33810,986.2,7217089,15573.25,Kharif     
Tamil Nadu,Urad,2023,0.607,396479,240497,986.2,64308893.8,138767.65,Rabi       
Andhra Pradesh,Arecanut,2023,7.253333333,1096,10418,899.2,188248.96,405.52,Kharif     
Andhra Pradesh,Arhar/Tur,2023,0.44,237647,114451,899.2,40818248.72,87929.39,Kharif     
Andhra Pradesh,Arhar/Tur,2023,0.43,5940,3747,899.2,1020254.4,2197.8,Rabi       
Andhra Pradesh,Bajra,2023,2.004545455,20484,47045,899.2,3518331.84,7579.08,Kharif     
Andhra Pradesh,Bajra,2023,2.48,4592,11322,899.2,788721.92,1699.04,Rabi       
Andhra Pradesh,Banana,2023,60,97695,5861700,899.2,16780093.2,36147.15,Whole Year 
Andhra Pradesh,Black pepper,2023,1,17645,17645,899.2,3030705.2,6528.65,Whole Year 
Andhra Pradesh,Cashewnut,2023,1,115785,115785,899.2,19887231.6,42840.45,Kharif     
Andhra Pradesh,Castor seed,2023,0.7625,36827,25270,899.2,6325405.52,13625.99,Kharif     
Andhra Pradesh,Castor seed,2023,0.684,1056,637,899.2,181378.56,390.72,Rabi       
Andhra Pradesh,Coconut ,2023,16935.05846,104027,1912224000,899.2,17867677.52,38489.99,Whole Year 
Andhra Pradesh,Coriander,2023,0.50375,1119,553,899.2,192199.44,414.03,Rabi       
Andhra Pradesh,Cotton(lint),2023,0.543846154,653953,424486,899.2,112322967.3,241962.61,Kharif     
Andhra Pradesh,Cotton(lint),2023,3.305,3474,11066,899.2,596694.24,1285.38,Rabi       
Andhra Pradesh,Cowpea(Lobia),2023,0.503333333,5816,2612,899.2,998956.16,2151.92,Kharif     
Andhra Pradesh,Cowpea(Lobia),2023,0.630909091,6792,3532,899.2,1166593.92,2513.04,Rabi       
Andhra Pradesh,Dry chillies,2023,4.526666667,136183,725388,899.2,23390792.08,50387.71,Kharif     
Andhra Pradesh,Dry chillies,2023,4.034615385,16899,79638,899.2,2902572.24,6252.63,Rabi       
Andhra Pradesh,Ginger,2023,1.922,294,633,899.2,50497.44,108.78,Kharif     
Andhra Pradesh,Gram,2023,1.443636364,458579,558745,899.2,78765529.04,169674.23,Rabi       
Andhra Pradesh,Groundnut,2023,2.255384615,567875,621906,899.2,97538210,210113.75,Kharif     
Andhra Pradesh,Groundnut,2023,2.812307692,93389,227739,899.2,16040494.64,34553.93,Rabi       
Andhra Pradesh,Guar seed,2023,0,1,0,899.2,171.76,0.37,Kharif     
Andhra Pradesh,Guar seed,2023,0,6,0,899.2,1030.56,2.22,Rabi       
Andhra Pradesh,Horse-gram,2023,0.251666667,83567,39442,899.2,14353467.92,30919.79,Kharif     
Andhra Pradesh,Horse-gram,2023,0.606923077,29995,16670,899.2,5151941.2,11098.15,Rabi       
Andhra Pradesh,Jowar,2023,1.149,36981,38880,899.2,6351856.56,13682.97,Kharif     
Andhra Pradesh,Jowar,2023,2.358,117962,350076,899.2,20261153.12,43645.94,Rabi       
Andhra Pradesh,Linseed,2023,0,133,0,899.2,22844.08,49.21,Kharif     
Andhra Pradesh,Maize,2023,4.653076923,95591,450932,899.2,16418710.16,35368.67,Kharif     
Andhra Pradesh,Maize,2023,6.698461538,205100,1670288,899.2,35227976,75887,Rabi       
Andhra Pradesh,Mesta,2023,10.135,1714,18265,899.2,294396.64,634.18,Kharif     
Andhra Pradesh,Moong(Green Gram),2023,0.625384615,13444,5138,899.2,2309141.44,4974.28,Kharif     
Andhra Pradesh,Moong(Green Gram),2023,0.885384615,93535,81072,899.2,16065571.6,34607.95,Rabi       
Andhra Pradesh,Niger seed,2023,0.33,4256,1409,899.2,731010.56,1574.72,Rabi       
Andhra Pradesh,Oilseeds total,2023,8.527692308,712037,2914652,899.2,122299475.1,263453.69,Kharif     
Andhra Pradesh,Oilseeds total,2023,1.720769231,141100,250093,899.2,24235336,52207,Rabi       
Andhra Pradesh,Onion,2023,22.22444444,23864,524198,899.2,4098880.64,8829.68,Kharif     
Andhra Pradesh,Onion,2023,21.7675,12250,256890,899.2,2104060,4532.5,Rabi       
Andhra Pradesh,Other  Rabi pulses,2023,1.23,10770,11296,899.2,1849855.2,3984.9,Rabi       
Andhra Pradesh,Other Kharif pulses,2023,0.656666667,1715,850,899.2,294568.4,634.55,Kharif     
Andhra Pradesh,Potato,2023,12.21,453,6648,899.2,77807.28,167.61,Kharif     
Andhra Pradesh,Potato,2023,13.155,1050,15919,899.2,180348,388.5,Rabi       
Andhra Pradesh,Ragi,2023,1.315,25660,31913,899.2,4407361.6,9494.2,Kharif     
Andhra Pradesh,Ragi,2023,1.588888889,7893,12385,899.2,1355701.68,2920.41,Rabi       
Andhra Pradesh,Rapeseed &Mustard,2023,0.375,1882,912,899.2,323252.32,696.34,Rabi       
Andhra Pradesh,Rice,2023,3.517692308,1526425,5342033,899.2,262178758,564777.25,Kharif     
Andhra Pradesh,Rice,2023,3.873076923,829557,3798058,899.2,142484710.3,306936.09,Rabi       
Andhra Pradesh,Safflower,2023,0.475,710,348,899.2,121949.6,262.7,Rabi       
Andhra Pradesh,Sannhamp,2023,0,3365,0,899.2,577972.4,1245.05,Kharif     
Andhra Pradesh,Sannhamp,2023,0,1133,0,899.2,194604.08,419.21,Rabi       
Andhra Pradesh,Sesamum,2023,0.286,6197,1316,899.2,1064396.72,2292.89,Kharif     
Andhra Pradesh,Sesamum,2023,0.333076923,32989,12129,899.2,5666190.64,12205.93,Rabi       
Andhra Pradesh,Small millets,2023,0.758333333,19344,18085,899.2,3322525.44,7157.28,Kharif     
Andhra Pradesh,Small millets,2023,0.921428571,3966,3990,899.2,681200.16,1467.42,Rabi       
Andhra Pradesh,Soyabean,2023,1.13,1354,2367,899.2,232563.04,500.98,Kharif     
Andhra Pradesh,Soyabean,2023,1.39,24,42,899.2,4122.24,8.88,Rabi       
Andhra Pradesh,Sugarcane,2023,83.44538462,85911,6714729,899.2,14756073.36,31787.07,Kharif     
Andhra Pradesh,Sunflower,2023,1.23,1869,1306,899.2,321019.44,691.53,Kharif     
Andhra Pradesh,Sunflower,2023,0.967692308,6794,6877,899.2,1166937.44,2513.78,Rabi       
Andhra Pradesh,Sweet potato,2023,18.038,54,895,899.2,9275.04,19.98,Kharif     
Andhra Pradesh,Sweet potato,2023,16.747,360,6271,899.2,61833.6,133.2,Rabi       
Andhra Pradesh,Tapioca,2023,13.61166667,6986,84845,899.2,1202315.36,2584.82,Kharif     
Andhra Pradesh,Tapioca,2023,14.415,54,512,899.2,9275.04,19.98,Rabi       
Andhra Pradesh,Tobacco,2023,8.732352941,36504,375719,899.2,6269927.04,13506.48,Kharif     
Andhra Pradesh,Tobacco,2023,2.428181818,78051,165535,899.2,13406039.76,28878.87,Rabi       
Andhra Pradesh,Urad,2023,0.834615385,15242,14254,899.2,2617965.92,5639.54,Kharif     
Andhra Pradesh,Urad,2023,0.944615385,287929,315055,899.2,49454685.04,106533.73,Rabi       
Andhra Pradesh,Wheat,2023,0.155,37,11,899.2,6355.12,13.69,Rabi       
Andhra Pradesh,other oilseeds,2023,16.12818182,97782,2262487,899.2,16795036.32,36179.34,Kharif     
Puducherry,Arecanut,2023,1.5,52,78,1317,8931.52,19.24,Kharif     
Puducherry,Bajra,2023,2.57,14,36,1317,2404.64,5.18,Kharif     
Puducherry,Bajra,2023,3,1,3,1317,171.76,0.37,Rabi       
Puducherry,Bajra,2023,2.57,7,18,1317,1202.32,2.59,Summer     
Puducherry,Banana,2023,32.76666667,273,16637,1317,46890.48,101.01,Kharif     
Puducherry,Black pepper,2023,1.36,11,15,1317,1889.36,4.07,Kharif     
Puducherry,Cashewnut,2023,0.426666667,145,65,1317,24905.2,53.65,Kharif     
Puducherry,Coconut ,2023,9474.625,1857,18661000,1317,318958.32,687.09,Whole Year 
Puducherry,Cotton(lint),2023,2.745,500,1248,1317,85880,185,Kharif     
Puducherry,Dry chillies,2023,13,2,26,1317,343.52,0.74,Kharif     
Puducherry,Dry chillies,2023,13.67,3,41,1317,515.28,1.11,Rabi       
Puducherry,Dry chillies,2023,13,2,26,1317,343.52,0.74,Summer     
Puducherry,Groundnut,2023,3,1,3,1317,171.76,0.37,Kharif     
Puducherry,Groundnut,2023,3,231,693,1317,39676.56,85.47,Rabi       
Puducherry,Groundnut,2023,3,21,63,1317,3606.96,7.77,Summer     
Puducherry,Moong(Green Gram),2023,0.75,12,9,1317,2061.12,4.44,Rabi       
Puducherry,Moong(Green Gram),2023,0.606666667,629,156,1317,108037.04,232.73,Summer     
Puducherry,Onion,2023,5,2,10,1317,343.52,0.74,Kharif     
Puducherry,Onion,2023,5,1,5,1317,171.76,0.37,Summer     
Puducherry,Other  Rabi pulses,2023,0.79,53,42,1317,9103.28,19.61,Rabi       
Puducherry,Other Kharif pulses,2023,0.8,5,4,1317,858.8,1.85,Kharif     
Puducherry,Other Summer Pulses,2023,0.81,21,17,1317,3606.96,7.77,Summer     
Puducherry,Ragi,2023,2.41,32,77,1317,5496.32,11.84,Kharif     
Puducherry,Ragi,2023,2.5,4,10,1317,687.04,1.48,Rabi       
Puducherry,Ragi,2023,2.39,23,55,1317,3950.48,8.51,Summer     
Puducherry,Rice,2023,3.216666667,4323,15171,1317,742518.48,1599.51,Kharif     
Puducherry,Rice,2023,3.883333333,9397,28114,1317,1614028.72,3476.89,Rabi       
Puducherry,Rice,2023,3.55,4518,16060,1317,776011.68,1671.66,Summer     
Puducherry,Sesamum,2023,1,2,2,1317,343.52,0.74,Kharif     
Puducherry,Sesamum,2023,1,10,10,1317,1717.6,3.7,Rabi       
Puducherry,Sesamum,2023,0.57,203,152,1317,34867.28,75.11,Summer     
Puducherry,Small millets,2023,1.21,14,17,1317,2404.64,5.18,Kharif     
Puducherry,Sugarcane,2023,140,1308,183120,1317,224662.08,483.96,Kharif     
Puducherry,Sweet potato,2023,9,5,45,1317,858.8,1.85,Kharif     
Puducherry,Sweet potato,2023,9,1,9,1317,171.76,0.37,Rabi       
Puducherry,Tapioca,2023,29.75,170,4218,1317,29199.2,62.9,Kharif     
Puducherry,Tapioca,2023,24.5,8,196,1317,1374.08,2.96,Rabi       
Puducherry,Turmeric,2023,15,11,165,1317,1889.36,4.07,Kharif     
Puducherry,Urad,2023,1,2,2,1317,343.52,0.74,Kharif     
Puducherry,Urad,2023,1,146,146,1317,25076.96,54.02,Rabi       
Puducherry,Urad,2023,0.723333333,321,139,1317,55134.96,118.77,Summer     
Assam,Arecanut,2023,0.758181818,67223,52124,2084.7,11546222.48,24872.51,Rabi       
Assam,Arhar/Tur,2023,0.865925926,5830,5040,2084.7,1001360.8,2157.1,Kharif     
Assam,Banana,2023,18.07555556,49445,906683,2084.7,8492673.2,18294.65,Whole Year 
Assam,Black pepper,2023,2.28962963,3410,7664,2084.7,585701.6,1261.7,Whole Year 
Assam,Castor seed,2023,0.632272727,748,345,2084.7,128476.48,276.76,Kharif     
Assam,Coconut ,2023,7582.287813,20800,148629000,2084.7,3572608,7696,Whole Year 
Assam,Cotton(lint),2023,0.674444444,789,417,2084.7,135518.64,291.93,Kharif     
Assam,Dry chillies,2023,0.918888889,19835,19413,2084.7,3406859.6,7338.95,Whole Year 
Assam,Ginger,2023,9.395185185,17786,167803,2084.7,3054923.36,6580.82,Whole Year 
Assam,Gram,2023,0.648,2176,1523,2084.7,373749.76,805.12,Rabi       
Assam,Jute,2023,11.66851852,64247,791512,2084.7,11035064.72,23771.39,Kharif     
Assam,Linseed,2023,0.588695652,4885,3039,2084.7,839047.6,1807.45,Rabi       
Assam,Maize,2023,3.155555556,36636,128036,2084.7,6292599.36,13555.32,Kharif     
Assam,Masoor,2023,0.732962963,24122,18434,2084.7,4143194.72,8925.14,Rabi       
Assam,Mesta,2023,6.1756,3221,20230,2084.7,553238.96,1191.77,Kharif     
Assam,Moong(Green Gram),2023,0.705185185,10837,8163,2084.7,1861363.12,4009.69,Rabi       
Assam,Niger seed,2023,0.545416667,5715,3195,2084.7,981608.4,2114.55,Kharif     
Assam,Onion,2023,8.022962963,8155,88892,2084.7,1400702.8,3017.35,Whole Year 
Assam,Other  Rabi pulses,2023,0.695185185,15006,12467,2084.7,2577430.56,5552.22,Rabi       
Assam,Peas & beans (Pulses),2023,1.035185185,27891,26081,2084.7,4790558.16,10319.67,Rabi       
Assam,Potato,2023,7.303703704,104750,756222,2084.7,17991860,38757.5,Whole Year 
Assam,Rapeseed &Mustard,2023,0.583703704,287447,177226,2084.7,49371896.72,106355.39,Rabi       
Assam,Rice,2023,1.464814815,127223,193215,2084.7,21851822.48,47072.51,Autumn     
Assam,Rice,2023,2.492307692,395518,1025571,2084.7,67934171.68,146341.66,Summer     
Assam,Rice,2023,2.137037037,1878208,3996018,2084.7,322601006.1,694936.96,Winter     
Assam,Sesamum,2023,0.661481481,12027,8534,2084.7,2065757.52,4449.99,Kharif     
Assam,Small millets,2023,0.5792,5212,3226,2084.7,895213.12,1928.44,Kharif     
Assam,Sugarcane,2023,38.92111111,29703,1218118,2084.7,5101787.28,10990.11,Whole Year 
Assam,Sweet potato,2023,5.578518519,4926,25640,2084.7,846089.76,1822.62,Whole Year 
Assam,Tapioca,2023,8.9104,3289,31794,2084.7,564918.64,1216.93,Whole Year 
Assam,Tobacco,2023,0.590909091,114,62,2084.7,19580.64,42.18,Whole Year 
Assam,Turmeric,2023,1.284074074,16359,20885,2084.7,2809821.84,6052.83,Whole Year 
Assam,Urad,2023,0.618888889,58100,34757,2084.7,9979256,21497,Rabi       
Assam,Wheat,2023,1.272083333,11336,14430,2084.7,1947071.36,4194.32,Rabi       
Meghalaya,Arecanut,2023,1.296363636,18231,24032,3844.4,3131356.56,6745.47,Rabi       
Meghalaya,Arhar/Tur,2023,1.122,1186,1540,3844.4,203707.36,438.82,Kharif     
Meghalaya,Banana,2023,10.73090909,7284,94870,3844.4,1251099.84,2695.08,Kharif     
Meghalaya,Black pepper,2023,0.764545455,1046,791,3844.4,179660.96,387.02,Rabi       
Meghalaya,Cashewnut,2023,1.402,10471,14846,3844.4,1798498.96,3874.27,Rabi       
